protected,verified,location,followers_count,following_count,tweet_count,listed_count,has_profile_image,isBot,un_no_of_char,un_special_char,name_no_of_char,name_special_char,des_no_of_usertags,des_no_of_hashtags,des_external_links,has_description,has_url,account_age_in_days,average_tweets_per_day,followers_following_count
1,0,1,52,141,119018,4,1,0,7,1,14,0,0,0,0,1,0,5316,22.388638073739653,7332
0,0,1,13396,14038,761,16,1,1,14,0,15,0,0,0,0,1,0,3917,0.19428133775848863,188053048
0,0,1,301,917,1476,2,1,0,10,0,17,0,1,1,0,1,0,4972,0.29686242960579245,276017
0,0,0,88,686,97,0,1,1,10,0,10,0,0,0,0,1,1,3146,0.030832803560076286,60368
0,0,1,2034,2211,29559,65,1,0,12,0,16,0,0,6,0,1,1,4976,5.940313504823151,4497174
0,0,1,226,128,772,2,1,0,6,0,4,0,0,0,0,1,1,4732,0.16314454775993237,28928
0,0,0,288,196,975,0,1,0,9,1,2,0,0,0,0,0,0,4722,0.20648030495552733,56448
0,0,1,84,143,168563,8,1,0,8,0,19,1,0,0,0,1,0,4816,35.00062292358804,12012
0,0,1,1154,1727,6522,67,1,0,15,0,10,0,0,2,0,1,1,4881,1.3362015980331898,1992958
0,0,0,28,144,84,0,1,1,13,0,13,0,0,0,0,1,1,3131,0.02682848930054296,4032
0,0,1,556,683,3030,38,1,0,11,0,8,0,0,0,0,1,0,4751,0.6377604714796885,379748
0,0,1,103,908,112,3,1,1,13,0,13,0,0,0,0,1,1,3155,0.03549920760697306,93524
1,0,0,192,102,58976,5,1,0,10,0,18,0,0,0,0,1,1,4745,12.429083245521602,19584
0,0,1,42,153,86,0,1,1,9,0,9,0,0,0,0,1,1,3138,0.027405991077119184,6426
0,0,0,6,0,74,0,1,1,15,0,13,0,0,0,0,0,0,3546,0.02086858432036097,0
0,0,1,202,113,53904,60,1,0,13,1,11,1,0,0,0,1,1,4740,11.372151898734177,22826
1,0,1,217,212,17034,1,1,0,10,0,4,0,0,0,0,1,0,4870,3.497741273100616,46004
0,0,0,0,216,7,0,0,1,9,1,9,0,0,0,0,0,0,4331,0.0016162549064881089,0
0,0,1,1559,339,101656,70,1,0,10,0,14,0,1,0,0,1,1,5679,17.900334565944707,528501
0,0,1,32,155,110,1,1,1,13,0,13,0,0,0,0,1,1,3149,0.03493172435693871,4960
0,0,1,620,543,18722,6,1,0,7,0,5,0,0,0,0,1,1,4891,3.8278470660396646,336660
0,1,1,20698714,15890,298752,21640,1,1,4,0,4,0,0,0,0,1,1,4954,60.30520791279774,328902565460
0,0,1,6144,7704,41590,92,1,0,11,0,12,0,0,0,1,1,1,5248,7.924923780487805,47333376
1,0,1,55,109,10476,0,1,0,12,0,9,0,0,0,0,0,1,4896,2.139705882352941,5995
0,1,1,1027561,1003,4821,3376,1,0,12,0,15,0,1,0,0,1,1,4454,1.0823978446340368,1030643683
0,0,1,2916,225,6547,155,1,0,10,0,11,0,1,0,0,1,1,5684,1.1518296973962,656100
0,0,1,1405,471,7507,149,1,0,10,1,10,0,0,0,0,1,0,4770,1.5737945492662473,661755
0,0,1,731,1736,44433,11,1,0,12,1,10,0,0,0,0,1,1,4852,9.157666941467436,1269016
0,0,1,145,318,1866,6,1,0,9,0,9,0,0,0,0,1,1,5286,0.3530079455164586,46110
0,0,1,110264,196,16397,136,1,1,15,0,15,0,0,0,0,1,1,3730,4.39597855227882,21611744
0,0,1,807,372,16259,4,1,0,10,0,18,0,0,0,0,1,1,4861,3.3447850236576837,300204
0,0,1,2628,2014,59809,36,1,0,8,0,13,1,0,1,0,1,1,4844,12.347027250206441,5292792
0,0,1,233,374,2397,5,1,0,14,1,15,0,0,0,0,1,1,4755,0.5041009463722398,87142
0,0,1,578,2804,8256,4,1,0,12,1,21,0,0,0,0,1,0,4703,1.7554752285775037,1620712
0,0,0,18,43,6189,1,1,0,13,0,14,0,0,0,0,1,0,4774,1.296397151235861,774
1,0,0,328,406,44610,17,0,0,6,0,6,0,0,0,0,0,0,5512,8.093251088534107,133168
0,0,0,23,160,84,1,1,1,12,0,12,0,0,0,0,1,1,3135,0.026794258373205742,3680
0,0,1,276,993,4675,4,1,0,9,1,14,1,2,0,0,1,0,4721,0.9902563016310104,274068
0,0,1,126,332,1095,0,1,0,8,0,5,0,0,0,0,1,0,4910,0.2230142566191446,41832
0,0,0,782,887,20363,9,1,1,15,0,16,0,0,0,0,1,1,4396,4.632165605095541,693634
0,0,1,102663,68510,81799,346,1,0,8,0,9,1,2,1,1,1,1,3828,21.368599791013583,7033442130
0,0,0,47,456,796,1,1,0,9,1,3,0,0,0,0,0,0,4955,0.16064581231079716,21432
0,0,1,6497,6780,5,11,1,1,15,0,16,0,0,0,0,1,0,3917,0.0012764871074802144,44049660
0,0,1,17,0,256,0,1,0,8,0,11,0,0,0,0,0,0,4947,0.05174853446533252,0
0,0,1,4421,1305,32064,2,1,0,12,0,6,0,0,0,0,1,1,3318,9.66365280289331,5769405
0,0,1,785,634,51073,16,1,0,14,0,7,0,0,0,0,1,1,4875,10.47651282051282,497690
0,0,0,0,3,44,0,0,0,10,0,10,0,0,0,0,0,0,4717,0.009327962688149248,0
0,0,1,358,562,87403,30,1,0,10,1,15,0,0,0,0,1,0,5235,16.695893027698187,201196
0,0,1,216957,3942,65583,1741,1,0,11,0,12,0,0,0,0,1,1,3910,16.773145780051152,855244494
0,0,1,2115,219,39587,180,1,0,8,0,5,0,0,0,0,1,0,5262,7.523185100722159,463185
1,0,0,129,101,46742,11,1,0,7,0,4,0,0,0,0,1,1,4915,9.510071210579857,13029
0,0,0,60,105,459,1,1,0,10,0,11,0,0,0,0,0,0,4933,0.09304682748834381,6300
0,0,1,1418,125,105537,50,1,0,12,0,13,0,2,0,0,1,0,5248,20.109946646341463,177250
0,0,1,67,175,47,4,1,0,11,1,11,0,0,0,0,1,0,4897,0.009597712885440065,11725
0,0,0,0,0,184,0,0,0,10,0,15,0,0,0,0,0,0,4763,0.03863111484358597,0
0,0,1,4633,4638,143464,256,1,0,9,1,16,1,0,0,1,1,1,4883,29.380298996518533,21487854
0,0,1,426,598,16773,6,1,0,12,0,6,0,0,0,0,1,0,4839,3.466212027278363,254748
0,1,1,14963,4347,7430,99,1,0,12,0,13,0,1,5,0,1,1,5262,1.412010642341315,65044161
0,0,0,912,1328,21906,7,1,1,9,0,11,0,0,0,0,1,0,3854,5.683964711987546,1211136
0,0,1,188,113,31443,3,1,0,13,0,12,0,0,0,0,1,1,3855,8.156420233463034,21244
0,0,1,2866,4238,3303,15,1,0,10,1,12,0,0,0,0,1,1,5168,0.639125386996904,12146108
0,0,1,31,177,129,0,1,1,15,0,15,0,0,0,0,1,1,3151,0.04093938432243732,5487
0,0,0,102,942,112,0,1,1,15,0,15,0,0,0,0,1,1,3143,0.035634743875278395,96084
0,0,1,702,381,41804,4,1,0,8,0,11,0,0,0,0,1,0,4835,8.64612202688728,267462
0,0,0,458,1048,19343,5,1,1,15,0,16,0,0,0,0,1,0,3862,5.008544795442776,479984
0,0,1,530,81,61746,19,1,0,9,1,7,0,0,3,0,1,1,4909,12.578121817070686,42930
0,0,1,1686,2113,2192,39,1,0,7,0,7,0,0,0,0,1,1,4755,0.46098843322818084,3562518
0,0,0,75,88,1305,0,1,0,13,1,5,0,0,0,0,0,0,3415,0.3821376281112738,6600
1,0,0,24,120,56535,0,1,0,8,1,3,0,0,0,0,1,0,4761,11.874606175173282,2880
0,0,0,133,1124,112,0,1,1,12,0,12,0,0,1,0,1,1,3149,0.03556684661797396,149492
0,0,1,952,324,97273,0,1,0,11,0,14,0,0,0,0,1,1,3535,27.517114568599716,308448
0,0,1,329,55,44148,4,1,0,6,0,13,0,0,0,1,1,1,4886,9.035611952517396,18095
0,0,1,184,457,36125,2,1,0,13,0,13,0,0,0,0,1,0,4719,7.655223564314474,84088
0,0,1,6247,7229,2729,13,1,1,14,0,13,0,0,0,0,1,0,3917,0.696706663262701,45159563
0,0,1,3174,307,11001,93,1,0,11,0,12,0,3,1,0,1,1,4932,2.230535279805353,974418
0,0,0,431,0,61,30,1,0,6,0,6,0,0,0,0,0,0,4941,0.012345679012345678,0
0,0,0,30,157,124,0,1,1,13,0,13,0,0,0,0,1,1,3151,0.039352586480482385,4710
0,0,0,87028,174,38410,762,1,1,9,0,10,0,0,0,1,1,1,4410,8.709750566893424,15142872
0,0,0,57,0,2975,0,1,0,9,0,9,0,0,0,0,0,0,5466,0.544273691913648,0
0,0,1,70,51,4063,4,1,0,8,0,21,0,0,0,0,0,0,4935,0.8233029381965552,3570
0,0,1,33,153,1183,1,1,0,11,0,10,0,0,0,0,1,0,3888,0.30426954732510286,5049
0,1,1,115988,1270,25402,801,1,0,15,0,18,0,0,0,0,1,1,4917,5.166158226560911,147304760
0,0,1,1496,70,121695,214,1,0,8,0,8,0,0,0,0,1,1,4711,25.832095096582467,104720
0,0,1,605,194,49058,19,1,0,9,0,10,0,0,0,0,1,0,4705,10.426780021253984,117370
0,0,1,6210,7652,251607,38,1,0,14,1,14,0,0,0,0,1,0,4891,51.44285422204048,47518920
0,1,1,53732366,1,17797,85956,1,0,8,0,11,0,0,0,0,1,1,4981,3.572977313792411,53732366
0,0,1,2510,625,171279,32,1,0,11,1,11,0,0,0,0,1,1,4880,35.09815573770492,1568750
0,0,0,2,0,5,0,0,1,8,0,9,0,0,0,0,0,0,3985,0.0012547051442910915,0
0,0,1,1045,230,50672,8,1,0,10,0,18,0,0,0,0,1,0,4886,10.370855505525993,240350
0,0,0,46,24,493,0,1,0,13,0,12,0,0,0,0,0,1,4700,0.1048936170212766,1104
0,0,0,182,127,17959,1,1,0,12,1,13,0,0,0,0,1,0,4919,3.6509453140882293,23114
0,0,1,32,185,153,0,1,1,15,0,15,0,1,0,0,1,1,3154,0.04850982878883957,5920
0,0,1,2355,619,13980,21,1,0,11,0,13,0,2,0,0,1,0,4941,2.8293867638129933,1457745
1,0,1,34,29,3238,0,1,0,12,0,15,0,0,0,0,1,0,4818,0.6720630967206309,986
1,0,1,36,0,5412,0,1,0,11,1,10,0,0,0,0,1,0,4876,1.1099261689909763,0
1,0,0,51,228,6045,0,1,0,8,0,8,0,0,0,0,0,0,5071,1.1920725695129166,11628
0,0,1,305,711,61701,63,1,0,14,1,5,0,0,3,0,1,1,4738,13.02258336850992,216855
1,0,1,208,618,12122,5,1,0,14,0,16,0,0,0,0,1,0,4879,2.484525517524083,128544
0,1,1,771289,731,174932,527,1,1,14,1,14,0,0,0,0,1,1,4317,40.521658559184615,563812259
0,0,1,635,349,35429,40,1,0,6,0,15,0,0,0,0,1,1,5482,6.462787303903685,221615
1,0,1,520,312,19,23,1,0,9,1,6,0,0,0,0,0,1,5070,0.003747534516765286,162240
0,0,0,28,153,80,0,1,1,15,0,15,0,0,0,0,1,1,3134,0.025526483726866625,4284
0,0,1,1274,1546,133532,35,1,1,13,1,6,0,1,0,0,1,1,4141,32.24631731465829,1969604
0,0,1,73,64,4490,0,1,0,6,0,15,0,0,0,0,1,0,5300,0.8471698113207548,4672
0,0,1,338,100,13995,40,1,0,13,1,18,0,0,0,0,1,1,4081,3.4293065425140896,33800
0,0,1,267,478,4346,12,1,0,10,0,10,0,0,0,0,1,0,4776,0.9099664991624791,127626
0,0,1,579,746,7671,13,1,0,10,0,5,0,0,0,0,1,1,3831,2.0023492560689116,431934
0,1,1,128287,30764,71212,654,1,0,12,0,19,0,0,0,0,1,1,5072,14.040220820189274,3946621268
1,0,1,159,967,11302,7,1,0,6,0,6,0,0,0,0,1,0,4857,2.3269507926703725,153753
0,0,0,24,147,117,0,1,1,9,0,9,0,0,0,0,1,1,3149,0.03715465227056208,3528
0,0,0,131,129,15253,1,1,0,12,0,8,0,0,0,0,1,1,4892,3.117947669664759,16899
0,0,1,735,480,37432,14,1,0,15,0,12,0,0,2,0,1,0,4779,7.832600962544466,352800
0,0,0,108,913,85,2,1,1,13,0,13,0,0,0,0,1,1,3146,0.0270184361093452,98604
1,0,0,142,150,32399,1,1,0,8,0,5,0,0,0,0,1,0,4899,6.613390487854664,21300
0,0,0,22,151,86,0,1,1,13,0,13,0,0,0,0,1,1,3149,0.02731025722451572,3322
0,0,1,1085,951,44939,9,1,0,13,0,18,0,1,0,0,1,1,4311,10.424263511946185,1031835
0,0,1,199,133,2443,4,1,0,11,0,12,0,1,0,0,1,1,5240,0.46622137404580155,26467
0,0,1,80,135,497,6,1,0,5,0,18,0,0,0,0,1,1,4761,0.104389834068473,10800
1,0,0,98,157,1528,1,1,0,6,1,11,0,0,0,0,0,0,4852,0.314921681780709,15386
0,0,1,455,225,62158,5,1,0,5,1,5,0,0,0,0,1,1,4825,12.882487046632125,102375
0,0,0,120,982,100,1,1,1,11,0,11,0,0,0,0,1,1,3140,0.03184713375796178,117840
0,0,0,178,92,110,17,1,0,11,0,12,0,0,0,0,1,0,4963,0.02216401370139029,16376
0,0,1,901,2084,4888,59,1,0,7,0,14,0,0,0,0,1,0,5269,0.927690263807174,1877684
0,0,1,549,16,5340,3,1,0,11,0,11,0,0,0,1,1,1,4724,1.130397967823878,8784
1,0,0,204,255,9948,2,1,0,14,0,15,0,0,0,0,1,0,4717,2.1089675641297436,52020
0,1,0,1000559,19523,57000,1643,1,0,12,0,14,0,0,4,0,1,1,4522,12.605042016806722,19533913357
1,0,0,442,181,18548,21,1,0,9,0,9,0,0,0,0,1,0,4880,3.8008196721311474,80002
0,0,0,26,155,100,0,1,1,13,0,13,0,0,0,0,1,1,3143,0.03181673560292714,4030
0,0,0,694,937,19526,17,1,1,15,0,16,0,0,0,1,1,1,4492,4.346838824577026,650278
1,0,1,5,115,9682,10,1,0,9,0,9,0,0,0,0,1,1,4852,1.9954657873042045,575
0,0,1,3,0,7,0,1,0,8,0,13,0,0,0,0,0,0,4704,0.001488095238095238,0
0,0,1,1640,1097,205177,24,1,0,14,1,16,0,0,0,0,1,1,4945,41.49180990899899,1799080
0,0,0,81,959,136,0,1,1,10,0,10,0,0,0,0,1,1,3153,0.04313352362829052,77679
0,0,0,68271,32542,42923,115,1,1,11,0,10,0,0,0,0,1,0,3455,12.423444283646889,2221674882
0,0,1,704,773,3430,14,1,0,7,0,10,0,0,0,0,1,1,5679,0.6039795738686389,544192
0,0,1,748,755,11872,3,1,0,10,0,19,0,0,0,0,1,0,4716,2.5173876166242577,564740
0,0,0,176,10,33,3,1,0,10,1,12,0,0,0,0,1,1,4764,0.0069269521410579345,1760
0,0,1,645,725,31140,52,1,0,14,0,12,0,0,0,0,1,1,4923,6.325411334552102,467625
0,0,1,1217,1434,43184,104,1,0,12,0,13,0,0,1,0,1,0,4791,9.01356710498852,1745178
0,0,0,28,0,1798,0,1,0,8,0,14,0,0,0,0,0,0,4858,0.3701111568546727,0
0,0,1,1664,634,9037,27,1,0,10,0,17,0,0,0,0,1,0,3954,2.28553363682347,1054976
0,0,1,613,1010,10077,18,1,0,13,0,14,0,0,0,0,1,1,5327,1.8916838746010889,619130
0,0,0,10,262,370,0,1,0,15,0,10,0,0,0,0,0,0,4789,0.07726038839006055,2620
1,0,1,422,1131,50381,20,1,0,5,0,2,0,0,0,0,1,0,4891,10.300756491515028,477282
0,0,1,70,63,2700,4,1,0,14,0,23,0,0,0,0,1,0,4955,0.544904137235116,4410
0,0,1,666,1794,4593,17,1,0,10,0,10,0,0,0,0,1,0,5384,0.8530832095096582,1194804
0,0,1,469,859,4873,0,1,1,10,0,13,0,0,0,0,0,0,4378,1.1130653266331658,402871
1,0,1,887,1190,347124,73,1,1,9,0,3,0,0,0,0,1,0,4634,74.90807078118256,1055530
0,0,0,38,151,93,1,1,1,12,0,12,0,0,0,0,1,1,3131,0.0297029702970297,5738
0,0,1,241,310,3344,19,1,0,11,0,13,0,0,0,1,1,1,5275,0.6339336492890996,74710
0,0,1,43,22,241,3,0,0,13,0,16,1,2,0,0,1,0,4713,0.05113515807341396,946
0,0,1,731,53,7401,7,1,0,12,1,7,0,0,1,0,1,0,4846,1.5272389599669831,38743
0,0,1,118,0,1845,3,1,0,8,0,8,0,0,0,0,1,0,5284,0.3491672975018925,0
0,0,1,23,171,121,2,1,1,13,0,13,0,0,0,0,1,1,3154,0.03836398224476855,3933
0,0,0,2380,245,53887,188,1,0,13,0,5,0,0,0,0,1,0,4844,11.124483897605286,583100
0,0,1,362,303,3635,4,1,0,8,0,19,0,0,0,1,1,0,4820,0.754149377593361,109686
0,0,1,595,0,63191,25,1,0,6,0,9,0,0,0,0,1,0,4970,12.714486921529176,0
0,0,1,4,28,5,1,1,1,11,0,11,0,0,0,0,1,0,2705,0.0018484288354898336,112
0,0,1,37,168,103,1,1,1,13,0,13,0,0,0,0,1,1,3149,0.03270879644331534,6216
1,0,0,426,227,36442,19,1,0,15,0,13,0,0,0,0,1,1,4918,7.4099227328182184,96702
0,0,1,63701,59253,113862,692,1,0,9,0,10,0,0,0,0,1,1,5630,20.224156305506217,3774475353
0,0,0,551,1551,20453,4,1,1,14,0,14,0,0,0,1,1,1,4110,4.97639902676399,854601
0,0,1,3787,3776,61469,181,1,0,9,0,14,0,1,1,0,1,1,5171,11.887255849932314,14299712
0,0,0,198,0,27454,4,1,0,10,1,14,0,0,0,0,1,1,4952,5.544022617124394,0
1,0,1,111,430,2434,10,1,0,11,0,13,0,0,0,0,1,1,4736,0.5139358108108109,47730
1,0,1,886,40,82343,3,1,1,6,0,5,0,0,0,0,1,1,3533,23.306821398245116,35440
1,0,1,553,303,30834,1,1,0,12,0,14,0,0,0,0,1,0,4848,6.360148514851486,167559
0,0,1,1006,265,20602,56,1,0,8,1,11,0,0,4,0,1,1,5052,4.077988915281077,266590
0,0,1,18586,7439,349402,394,1,0,15,0,16,0,1,2,0,1,1,5104,68.45650470219435,138261254
0,0,1,1442,1154,52147,2,1,0,15,0,4,0,2,0,0,1,0,3314,15.735365117682559,1664068
0,0,1,150,853,2529,0,1,0,15,1,8,0,0,0,0,1,0,4879,0.5183439229350276,127950
0,0,0,3897,88,402,268,1,0,14,0,7,0,0,0,0,1,1,4733,0.08493555884217198,342936
0,0,1,10380,1044,139556,72,1,0,11,0,10,0,0,0,0,1,1,4929,28.313248123351592,10836720
0,0,1,13,0,257,0,1,1,14,0,19,0,0,0,0,1,0,3955,0.06498103666245258,0
0,0,1,341,70,9403,6,1,0,9,0,10,0,0,0,0,1,0,3685,2.551696065128901,23870
0,0,1,4859,5076,116199,217,1,0,12,1,12,0,0,0,0,1,0,4893,23.748007357449417,24664284
0,0,1,228,70,1500,0,1,0,10,0,12,0,0,0,0,1,0,4769,0.31453134829104634,15960
0,0,1,525,773,3405,13,1,0,10,1,10,0,0,0,0,1,1,4716,0.7220101781170484,405825
1,0,1,436,400,81217,15,1,0,14,0,20,0,2,0,0,1,1,4980,16.30863453815261,174400
0,0,1,915,2139,29066,24,1,0,7,0,12,0,0,3,0,1,0,4804,6.0503746877602,1957185
0,0,1,956,9,6998,23,1,0,9,0,13,0,0,0,0,1,1,4915,1.4238046795523907,8604
0,0,1,685,1540,3622,28,1,0,15,0,5,0,0,0,0,1,0,4943,0.7327533886303864,1054900
1,0,1,100,99,24273,6,1,0,7,0,3,0,0,0,0,1,0,4748,5.1122577927548445,9900
0,0,1,135268,5003,41082,89,1,1,6,0,19,0,0,0,0,1,1,3674,11.181818181818182,676745804
0,0,0,10,0,27,0,1,1,15,0,18,0,0,0,0,0,0,2584,0.01044891640866873,0
0,0,1,140,115,16619,7,1,0,13,0,10,0,0,0,0,1,0,4837,3.4358073185859004,16100
1,0,0,246,211,20963,3,1,0,11,0,4,0,0,0,0,1,0,4837,4.333884639239198,51906
1,0,0,26,120,1846,1,1,0,7,0,5,0,0,0,0,0,0,5092,0.36252945797329145,3120
0,1,1,226838,6132,27982,1413,1,0,3,0,3,0,0,0,1,1,1,4938,5.666666666666667,1390970616
0,0,1,3269,542,63779,15,1,0,6,1,14,0,0,0,0,1,1,4894,13.03208009807928,1771798
0,0,1,2143,1204,28838,82,1,0,13,0,14,0,2,0,0,1,1,5139,5.611597587079198,2580172
0,0,1,276,467,9147,32,1,0,7,0,6,0,0,0,0,1,1,4898,1.8674969375255206,128892
0,1,1,1734296,151,392561,3743,1,1,15,0,17,0,1,0,0,1,1,4901,80.09814323607426,261878696
0,0,0,23,182,135,0,1,1,12,0,12,0,0,3,0,1,1,3148,0.042884371029224905,4186
0,0,0,20,141,92,0,1,1,9,0,9,0,0,0,0,1,1,3146,0.029243483788938335,2820
0,0,0,385,792,3104,15,1,0,8,0,13,1,3,0,0,1,0,4819,0.644117036729612,304920
0,0,0,25,133,111,0,1,1,10,0,10,0,0,0,0,1,1,3142,0.03532781667727562,3325
0,0,1,271,294,2646,67,1,0,9,0,13,0,0,0,0,1,1,4790,0.5524008350730689,79674
0,0,1,3832,1502,129442,182,1,0,14,0,15,0,2,0,0,1,1,4991,25.935083149669406,5755664
0,0,1,1683,356,78826,92,1,0,13,0,14,0,0,0,0,1,1,4884,16.13963963963964,599148
0,0,1,360,233,12105,5,1,0,7,0,26,0,0,0,0,1,0,4800,2.521875,83880
1,0,1,68,0,6017,2,1,0,8,1,5,0,0,0,0,1,1,4866,1.2365392519523222,0
0,0,1,44,128,774,1,1,0,9,0,18,0,0,0,0,1,0,4209,0.18389166072701355,5632
1,0,1,56,299,1181,0,1,0,8,0,13,0,0,0,0,1,0,4701,0.25122314401191237,16744
0,0,1,33,58,1208,2,1,0,15,0,16,0,0,0,0,1,1,4933,0.2448814109061423,1914
0,0,1,114,270,13281,8,1,0,10,0,12,0,0,1,0,1,0,4829,2.7502588527645475,30780
0,0,1,868,585,48079,3,1,0,11,0,7,0,0,0,0,1,0,4922,9.768183665176757,507780
0,0,1,219,192,6735,14,1,0,10,1,4,0,0,0,0,1,1,4844,1.3903798513625103,42048
0,0,1,3453,0,27543,7,1,0,8,0,12,0,0,0,0,1,1,4819,5.715501141315626,0
0,0,1,10243,4081,194107,171,1,0,9,0,44,1,0,0,0,1,1,4567,42.50208014013575,41801683
0,0,1,400,649,23241,19,1,0,8,0,4,0,0,0,0,1,1,4967,4.679081940809342,259600
0,0,0,128,1016,123,0,1,1,13,0,13,0,0,0,0,1,1,3154,0.03899809765377299,130048
0,0,0,37,156,92,2,1,1,15,0,15,0,0,0,0,1,1,3133,0.02936482604532397,5772
0,0,1,1031,2917,45987,39,1,0,11,0,15,0,0,0,0,0,0,4905,9.375535168195718,3007427
0,0,0,905,1091,20352,0,1,1,12,0,12,0,0,0,0,1,1,4105,4.9578562728380025,987355
0,0,1,79700,669,50015,46,1,1,10,0,5,0,0,1,0,1,0,3718,13.452124798278644,53319300
0,0,1,208,388,2058,0,1,0,7,0,11,0,0,0,0,1,0,4845,0.4247678018575851,80704
0,0,1,2277,1158,173865,224,1,0,14,1,4,0,0,0,0,1,1,5411,32.13176861947884,2636766
0,0,0,504,1309,29275,36,1,0,8,0,4,0,0,0,0,1,1,4878,6.001435014350143,659736
0,0,0,76,818,100,1,1,1,12,0,12,0,0,0,0,1,1,3146,0.03178639542275906,62168
0,0,1,94,101,5537,5,1,0,12,0,7,0,0,0,0,1,0,5004,1.1065147881694644,9494
0,0,1,1008,1040,71156,6,1,0,13,0,12,0,0,0,0,1,0,4948,14.380759902991107,1048320
1,0,1,272,252,48761,0,1,0,8,0,6,0,0,0,0,1,0,4812,10.133208645054031,68544
0,1,1,944597,298,56142,8920,1,1,10,0,11,0,0,0,1,1,1,5098,11.012553942722636,281489906
0,0,1,769,827,86601,13,1,0,14,0,8,0,0,2,0,1,0,3723,23.261079774375503,635963
0,0,1,218,0,2587,1,1,1,13,0,8,0,0,1,0,1,0,3727,0.6941239602897773,0
0,0,1,79602,77237,39391,25,1,0,7,0,10,0,0,0,0,1,0,3745,10.518291054739652,6148219674
0,0,1,1951,2234,8851,4,1,0,12,0,2,0,0,0,0,1,1,4982,1.7765957446808511,4358534
0,0,1,213,212,4547,166,1,0,13,0,20,0,0,0,0,1,1,4921,0.9239991871570818,45156
0,0,1,134,205,2338,8,1,0,11,0,10,0,0,0,0,1,1,5055,0.4625123639960435,27470
0,1,0,962534,676,24810,3415,1,0,15,0,15,0,0,0,0,1,0,4899,5.064298836497245,650672984
1,0,1,5499,4123,112988,333,1,0,15,0,15,0,0,0,0,1,0,5006,22.57051538154215,22672377
0,0,0,0,0,24,0,0,0,11,0,12,0,0,0,0,0,0,4715,0.005090137857900318,0
1,0,1,230,1449,5734,0,1,0,9,0,19,0,2,0,0,1,0,4708,1.2179269328802038,333270
1,0,1,524,563,60987,2,1,0,7,0,18,0,3,2,0,1,1,4883,12.48965799713291,295012
0,0,1,777,2537,66463,14,1,0,11,0,23,1,0,0,0,1,0,4818,13.794728102947282,1971249
0,0,0,28,166,118,0,1,1,12,0,13,0,0,0,0,0,0,3150,0.03746031746031746,4648
0,0,0,253,198,8329,1,1,0,10,0,5,0,0,0,0,0,0,3576,2.3291387024608503,50094
0,0,1,287,916,91603,4,1,0,15,0,20,1,0,0,0,1,1,3542,25.861942405420667,262892
0,0,0,500,737,1890,13,1,0,12,0,2,0,0,0,0,0,0,4837,0.3907380607814761,368500
0,0,0,422,475,23200,4,1,1,11,0,14,0,0,0,0,1,0,3854,6.019719771665802,200450
1,0,0,622,451,174137,39,0,1,9,0,9,0,0,0,0,0,1,3285,53.00974124809741,280522
0,0,1,1027,75,10810,80,1,0,12,0,14,0,0,0,0,1,1,5095,2.121687929342493,77025
1,0,0,1038,516,111482,6,1,0,9,0,13,0,0,0,0,1,0,4877,22.858724625794547,535608
0,0,1,51,57,2207,2,1,0,10,1,18,1,0,0,0,1,1,4776,0.4621021775544389,2907
0,0,1,1579,302,36891,4,1,0,8,0,2,0,0,0,0,1,1,4797,7.690431519699812,476858
1,0,1,170,333,5526,5,1,0,10,0,8,0,0,0,0,0,0,4941,1.1183970856102003,56610
0,0,0,137,1160,103,0,1,1,14,0,14,0,0,0,0,1,1,3146,0.03273998728544183,158920
0,0,1,1668,1412,5408,8,1,1,15,0,14,0,0,0,0,1,1,4115,1.3142162818955043,2355216
0,1,1,2180512,1159,377849,13423,1,1,7,0,8,0,1,0,0,1,1,5672,66.61653737658675,2527213408
0,0,1,33,148,86,0,1,1,13,0,13,0,0,0,0,1,1,3133,0.027449728694541972,4884
0,0,0,417,20,7358,5,1,0,8,0,15,0,0,0,0,0,1,4916,1.4967453213995119,8340
0,0,1,98741,394,41933,1819,1,1,11,0,12,0,0,0,0,1,1,4950,8.471313131313131,38903954
0,1,1,1328746,1454,68678,394,1,0,9,0,4,0,0,1,0,1,1,3372,20.367141162514827,1931996684
0,0,0,871,1066,24686,2,1,1,15,0,13,1,0,0,1,1,1,4106,6.012177301509985,928486
1,0,1,4580,2549,106193,236,1,0,11,0,22,1,0,0,0,1,1,5180,20.50057915057915,11674420
0,0,1,462,676,93341,93,1,0,10,1,2,0,1,0,0,1,1,4717,19.78821284714861,312312
0,1,1,1914658,608,62304,6842,1,0,8,0,8,0,0,0,0,1,1,4970,12.536016096579477,1164112064
0,1,1,16625,98,29515,195,1,0,15,0,19,0,0,0,0,1,1,4884,6.0432022932022935,1629250
0,0,1,10167,10102,3633,32,1,1,12,0,13,0,0,0,0,1,0,3846,0.9446177847113885,102707034
0,0,0,22,164,111,0,1,1,15,0,15,0,0,0,0,1,1,3145,0.03529411764705882,3608
0,0,0,40,162,105,0,1,1,14,0,14,0,0,0,0,1,1,3143,0.0334075723830735,6480
1,0,1,1107,1132,6411,1,1,0,12,0,6,0,0,0,0,1,0,3405,1.8828193832599118,1253124
0,0,1,5153,11454,1347,0,1,1,12,0,7,0,0,0,0,1,0,3465,0.3887445887445887,59022462
0,1,1,2828388,93,92669,5976,1,1,5,0,5,0,7,1,0,1,1,4586,20.206934147405146,263040084
